id,monster_name,normal_drop,rare_drop,trivia_1,trivia_2,source_filename
1702,キラーマジンガ強,ウルベア金貨,ときのすいしょう,魔法の迷宮に 不死身のまま封印されし キラーマジンガ。何者かの妖術により 強化され迷宮に再臨する。,一見すると ちがいはないが 通常のキラーマジンガと比べ 最大出力 耐久性 加速性能 燃費の いずれも上回る性能。,1702.webp
1703,暗黒の魔人強,ウルベア銀貨,ウルベア金貨,魔法の迷宮に 不死身のまま封印されし 暗黒の魔人。何者かの妖術により 強化され迷宮に再臨する。,何かひとつキッカケがあれば 岳都ガタラのガラクタ城からは 自分の同類が生まれるのではと 密かに期待している。,1703.webp
1704,牙王ゴースネル,ゴールドストーン,ときのすいしょう,召喚符によって呼び出される獣鬼たちの王のひとり。類まれなパワーとスピードで立ちはだかる敵を打ち砕く。,かつて ある偉大な召喚術師に 召喚され 仕えていたという。乱暴者だが主に対しては 意外と忠誠心が厚いらしい。,1704.webp
1705,輪王ザルトラ,ゴールドストーン,せいれいせき,召喚符によって呼び出される獣鬼たちの王のひとり。邪輪という武器をあやつり立ちはだかる敵を切り裂く。,かつて ある偉大な召喚術師に 召喚され 仕えていたという。いずれ寝首をかくと うそぶき 主にツンツンしていたらしい。,1705.webp
1706,剣王ガルドリオン,ゴールドストーン,げんませき,召喚符によって呼び出される獣鬼たちの王のひとり。変幻自在の超剣技で立ちはだかる敵を斬り捨てる。,かつて ある偉大な召喚術師に 召喚され 仕えていたという。彼の剣は主に捧げられたもので 主の敵をことごとく討った。,1706.webp
1707,震王ジュノーガ,ゴールドストーン,幻獣のホネ,召喚符によって呼び出される獣鬼たちの王のひとり。大地の霊力をあやつり立ちはだかる敵を踏み砕く。,かつて ある偉大な召喚術師に 召喚され 仕えていたという。主をその背に乗せて世界中を 旅したのは いい思い出。,1707.webp
1708,勇者アルヴァン,,,禁忌の術で魂を闇に侵された１０００年前の先代勇者。闇に落ちようとも勇者らしくギガデインを使いこなす。,アンルシアが読んでいた絵本は 彼をモデルにしているが 盟友に関しては書き換えられ ハッピーエンドになっている。,1708.webp
1709,ファラオ・デス,,,おそろしい呪文をあやつる魔道に通じた秘宝の守護者。魔力かくせいをしてドルマドンを放ってくる。,歴史上はじめてミイラになった ファラオだと言われている。技術が不完全で ちょっぴり 腐っているのは秘密だ。,1709.webp
1710,ファラオ・エレフ,,,勇猛果敢さを誇る戦技に長けた秘宝の守護者。はげしいおたけびを上げ探求者を はじきとばす。,生前はファラオでありながら 最高の象使いであった。戦の時は相棒の象にまたがり 敵軍を けちらしたという。,1710.webp
1711,ファラオ・ガル,,,知略と絆を武器として自在に戦う秘宝の守護者。すばやく動きまわり襲いかかってくる。,古代王朝末期 幼き兄弟が ファラオとして君臨していた。ふたりは大人に負けぬほど賢く 立派に国を治めたという。,1711.webp
1712,ファラオ・ゴル,,,知略と絆を武器として冷静に戦う秘宝の守護者。暗黒のきりを呼びよせ探求者のチカラを奪う。,古代王朝末期 幼き兄弟が ファラオとして君臨していた。ふたりは その短い生涯の間 一度も仲違いしなかった。,1712.webp
1713,ファラオ・ゴレム,,,鉄壁の堅さを誇る守戦が得意な秘宝の守護者。におうだちで立ちはだかり仲間たちを守りぬく。,生前は建築技術の研究に 心血を注いだファラオだった。ピラミッドを作る技術は 彼の時代に飛躍的に発展した。,1713.webp
1714,ファラオ・ナジャ,,,鬼神のごとき強さで敵を圧倒する秘宝の守護者。ジゴデインを唱えて地獄のいかずちを呼ぶ。,ファラオの中では最も厳格で 学問を重んじたという。学校を作り 自ら子供たちを 教え導くこともあった。,1714.webp
1715,ファラオ・ルドラ,,,古代技術を武器として破滅をもたらす秘宝の守護者。機械の身体をあやつってミサイルを放ってくる。,身体の弱いファラオで 機械の身体を欲したという。他国から取り寄せたカラクリは ガテリア皇国産だった。,1715.webp
1716,ファラオ・ラー,,,太陽のごとく輝いて万物を統べる秘宝の守護者。秘められた竜眼が開く時すべての打撃は無効となる。,古代王朝の礎を築いた 建国の祖であるファラオ。彼の息子はファラオの中の ファラオと呼ばれたという。,1716.webp
1717,ファラオの右手,,,長い年月を経て 意思を持ったいにしえの王の右手。主が右利きだったせいか左手よりもウデっぷしが強い。,霊廟の奥でヒマな時は よく左手とジャンケンして 時間をつぶす。その勝敗は わずかに左がリードしている。,1717.webp
1718,ファラオの左手,,,長い年月を経て 意思を持ったいにしえの王の左手。盗賊を呪ってミイラにするのが楽しみで仕方ない。,右手とのジャンケンにも飽きて ゆびずもうをやろうとしたが よく考えたら左右の手では 組めないことに気付いた。,1718.webp
1719,ファラオ・ヘッド,,,長い眠りから 目覚めたいにしえの王。長く眠りすぎた腹いせにあやしいひとみで眠りに誘う。,ふたつの手はそれぞれに 自律した意思を持っているが 墓泥棒を倒すという目的で 一致団結して行動している。,1719.webp
1720,ファラオ・ヘルマ,,,その身に宿した冥界のチカラで万物を呪う いにしえの女王。忠誠心あつく主を死守するミイラ達は彼女の最高傑作。,ミイラ作りの始祖として名高く 彼女の作った幾千ものミイラは 夫ニビス率いる軍の主力として 近隣諸国を脅かしたという。,1720.webp
1721,ファラオ・ニビス,,,その身に宿した冥界のチカラで万物を裁く いにしえの王。秘宝を狙う不届き者をピラミッド化して断罪する。,猛将として名高いニビス王だが じつは かなりの恐妻家。双竜打ちの おしおきを恐れて 必死で戦果を上げていたのだ。,1721.webp
1722,ファラオ・カーメン,,,秘宝の探究者たちの前に立ちはだかる 最強の守護者。霊廟を守ることを誇りとし多彩な攻撃で賊を排除する。,古代王朝が最も栄えた時代に 君臨した 偉大なるファラオ。それゆえに孤独で その生涯に 心を許せる友はいなかった。,1722.webp
1723,常闇の竜レグナード,,,神話の時代から存在するといういにしえの竜の１匹で闇のチカラをつかさどる。邪悪な存在では ないらしい。,いにしえの竜たちはいずれも チカラをほとんど失った状態で この世界の深淵に眠っており 時折目覚めて混乱をもたらす。,1723.webp
1724,ダークキング,,,闇の領界の毒が浄化されぬまま濃縮された結果出現した脅威。暗黒エネルギーの集合体であり意思を持たぬ言わば自然災害。,このような危険な存在を 生みだす原因を作ったことも 闇の領界の竜族たちが犯した 罪のひとつと言えよう。,1724.webp
1725,海冥主メイヴ,,,浮遊大陸ナドラガンドの内海に巣食ったという神話的怪物。常闇の竜レグナードと争い世界に破壊を振りまいた。,古代種と呼ばれる怪物の多くは すでに封印されるか倒されたが メイヴ同様 眠りについたまま 忘れられたものも少なくない。,1725.webp
1726,災いの神話,,,戦禍の邪神の想念が生みだした戦禍の眷属と呼ばれる存在。世界を脅かす 強大な悪の姿を再現しているらしい。,戦禍の邪神は戦争の振りまく 災いを象徴する悪神であり 大いなる闇の根源にもっとも 近い存在の一角らしい。,1726.webp
